Employee ID,Age,Department,Job Role,Distance From Home,Monthly Income,Years At Company,Attrition
EMP-E83CA7B4,41,Engineering,Engineering Manager,3,8395,3,No
EMP-E86C5536,37,Human Resources,HR Director,3,8600,8,No
EMP-6E8A100B,36,Customer Support,Customer Success Manager,6,8837,6,No
EMP-BB48C315,56,Engineering,Software Engineer,15,4976,9,No
EMP-F3E3D9E5,41,Research & Development,Research Director,18,7286,22,No
EMP-71734A3F,35,Research & Development,Manufacturing Director,2,10614,3,No
EMP-BB47FEF3,37,Research & Development,Research Director,6,11644,9,No
EMP-F1189115,47,Customer Support,Customer Success Manager,5,9160,1,No
EMP-5D83C7C8,53,Customer Support,Support Director,1,9271,1,Yes
EMP-E623D6B4,57,Research & Development,Manufacturing Director,6,11551,5,No
EMP-27C7EC65,40,Sales,Sales Representative,4,2180,5,No
EMP-44473967,40,Sales,Regional Manager,2,8283,1,No
EMP-5CDCFB2E,31,Research & Development,Laboratory Technician,17,3353,1,Yes
EMP-8E5F8941,26,Customer Support,Support Director,4,9864,7,Yes
EMP-DAA0B0F4,30,Sales,Sales Executive,8,3723,9,No
EMP-D4B28B9F,32,Customer Support,Support Director,11,10180,1,No
EMP-49914D10,42,Research & Development,Research Director,2,9230,1,Yes
EMP-D0EC0F34,43,Human Resources,HR Business Partner,13,7474,0,No
EMP-EFE7840C,18,Sales,Sales Executive,1,3298,0,No
EMP-763CA25F,28,Sales,Regional Manager,2,8798,10,No
EMP-9325D9B2,18,Engineering,Software Engineer,14,2000,0,No
EMP-D4B40F2B,18,Research & Development,Research Director,9,9000,0,No
EMP-5B41881F,32,Customer Support,Customer Success Manager,17,11266,0,No
EMP-47D08AC2,39,Engineering,Senior Software Engineer,9,3443,12,No
EMP-74E6A439,43,Human Resources,HR Business Partner,1,10711,0,No
EMP-8E35054F,18,Customer Support,Customer Success Manager,18,11669,0,No
EMP-1E072830,37,Engineering,Senior Software Engineer,2,5490,0,No
EMP-4722876C,32,Human Resources,HR Business Partner,9,6395,1,No
EMP-E637EFF2,33,Customer Support,Support Specialist,16,2643,2,No
EMP-4F947F4F,32,Sales,Sales Representative,14,4430,1,No
EMP-30B15129,44,Customer Support,Support Director,26,11818,2,No
EMP-8E19A9F0,38,Human Resources,HR Generalist,14,5555,1,Yes
EMP-4A420309,36,Research & Development,Research Director,32,9522,5,No
EMP-DFB1A304,36,Research & Development,Research Director,9,9857,5,No
EMP-8506B370,46,Human Resources,HR Business Partner,29,5453,10,No
EMP-48CD3877,29,Engineering,Engineering Manager,3,10746,11,No
EMP-D4D54AC5,46,Engineering,Senior Software Engineer,46,7767,1,Yes
EMP-58000279,31,Human Resources,HR Generalist,5,3724,1,Yes
EMP-8D0A03ED,47,Customer Support,Customer Success Manager,27,9040,1,Yes
EMP-7B99B289,44,Customer Support,Support Director,1,9371,0,No
EMP-E5F5B47A,41,Customer Support,Support Specialist,1,2622,17,No
EMP-903005EF,38,Sales,Regional Manager,2,6010,3,Yes
EMP-53DC2A4F,50,Sales,Sales Representative,14,4932,4,No
EMP-9D259CE7,28,Research & Development,Laboratory Technician,5,6096,10,No
EMP-AA06D8B8,49,Sales,Sales Executive,3,2672,1,No
EMP-55DBEE3B,32,Human Resources,HR Generalist,5,2732,8,No
EMP-D22D3D1E,41,Customer Support,Customer Success Manager,7,8915,1,No
EMP-8B593BE3,18,Sales,Sales Executive,9,3917,0,No
EMP-492C490F,47,Engineering,Software Engineer,4,4126,6,Yes
EMP-E50721BB,43,Human Resources,HR Director,17,9839,4,No
EMP-3F8A6DF8,45,Sales,Regional Manager,5,9946,1,No
EMP-A46E8FED,36,Engineering,Software Engineer,8,4112,3,Yes
EMP-6C826888,53,Sales,Regional Manager,1,10322,5,No
EMP-BF1365A5,28,Research & Development,Manufacturing Director,1,9692,4,No
EMP-F2372F16,41,Human Resources,HR Business Partner,17,5813,20,Yes
EMP-CF1CB2AE,18,Engineering,Senior Software Engineer,1,4967,0,No
EMP-AC22DDEE,33,Research & Development,Manufacturing Director,2,11865,4,No
EMP-AA4323DF,42,Sales,Regional Manager,4,7743,8,No
EMP-B085E07C,37,Sales,Sales Executive,4,5590,2,No
EMP-0E969FBF,32,Engineering,Engineering Manager,2,10846,0,No
EMP-B2EF386B,22,Sales,Regional Manager,18,6201,1,Yes
EMP-7B605F53,50,Engineering,Senior Software Engineer,17,5444,2,No
EMP-6171AA35,19,Human Resources,HR Director,26,9133,0,No
EMP-B11536B9,39,Sales,Regional Manager,7,10139,0,No
EMP-81F828CC,18,Research & Development,Research Scientist,1,3210,0,No
EMP-1F86D2A0,38,Customer Support,Customer Success Manager,12,10136,0,No
EMP-B4B4B17B,28,Sales,Regional Manager,9,9352,10,No
EMP-BF4C7209,32,Customer Support,Support Director,4,9869,3,No
EMP-4B439601,49,Research & Development,Manufacturing Director,16,9196,4,Yes
EMP-C5D545E8,24,Research & Development,Research Scientist,1,3148,2,No
EMP-46252C6F,55,Engineering,Software Engineer,10,2971,0,Yes
EMP-4B67AA17,25,Customer Support,Support Specialist,1,3525,7,No
EMP-F7E5D79A,37,Engineering,Engineering Manager,1,8964,10,No
EMP-629E04E2,22,Human Resources,HR Business Partner,6,6385,4,No
EMP-21410515,40,Research & Development,Laboratory Technician,9,4831,2,No
EMP-1863C6F7,40,Human Resources,HR Generalist,11,5958,2,Yes
EMP-2CC995E8,45,Research & Development,Laboratory Technician,1,4663,8,No
EMP-2A8AF5F8,50,Customer Support,Support Director,5,9768,2,No
EMP-F0512BED,36,Human Resources,HR Generalist,18,4371,3,No
EMP-4A6F0E4F,18,Engineering,Senior Software Engineer,8,6172,0,No
EMP-7E0A2183,37,Customer Support,Customer Success Manager,13,10103,2,No
EMP-83E1D072,48,Customer Support,Support Director,29,10300,2,No
EMP-30AB5C5D,30,Customer Support,Customer Success Manager,46,10626,0,No
EMP-524F681B,54,Sales,Sales Executive,11,5284,0,No
EMP-4A51D753,25,Engineering,Engineering Manager,3,10286,3,No
EMP-FFBC2049,26,Research & Development,Research Director,1,9260,2,No
EMP-24A7ED40,41,Sales,Sales Executive,1,4301,2,Yes
EMP-4479377C,48,Human Resources,HR Business Partner,1,7986,1,No
EMP-8A2E92D6,42,Human Resources,HR Generalist,26,3570,2,Yes
EMP-2B3A7153,18,Research & Development,Research Director,1,11181,0,No
EMP-870A0CC3,37,Customer Support,Support Director,8,9554,2,No
EMP-4ED5B6A3,38,Sales,Sales Executive,3,4531,6,No
EMP-93F3569A,42,Sales,Regional Manager,4,9278,3,No
EMP-6045B371,37,Human Resources,HR Business Partner,17,5276,8,Yes
EMP-498ED25C,30,Engineering,Senior Software Engineer,16,5145,12,No
EMP-242EB7FD,36,Customer Support,Support Specialist,4,2924,10,No
EMP-BE5A9796,18,Research & Development,Research Director,4,9150,0,Yes
EMP-A790CBA0,25,Human Resources,HR Business Partner,8,6131,7,No
EMP-BAB33505,31,Research & Development,Laboratory Technician,1,4547,1,Yes
EMP-8DE68039,26,Human Resources,HR Business Partner,11,3897,0,No
EMP-96BF3649,37,Sales,Sales Representative,11,3500,1,No
EMP-448CB3B3,24,Research & Development,Research Director,21,10531,6,No
EMP-40A7EBD7,27,Research & Development,Research Director,5,8697,1,Yes
EMP-CD4DE7E9,47,Human Resources,HR Generalist,11,4618,8,No
EMP-ADB8997E,26,Human Resources,HR Director,13,9203,2,No
EMP-59150F05,26,Human Resources,HR Business Partner,1,7072,8,No
EMP-E7928019,46,Customer Support,Support Specialist,20,6195,1,No
EMP-79854D21,60,Customer Support,Support Director,5,8858,2,Yes
EMP-9132EEC3,45,Human Resources,HR Generalist,19,2000,1,No
EMP-61CF7994,39,Human Resources,HR Business Partner,17,6510,4,No
EMP-D00DCC6C,28,Engineering,Engineering Manager,14,8787,1,No
EMP-31E638E6,47,Human Resources,HR Business Partner,3,6541,5,No
EMP-56A1CC09,54,Engineering,Senior Software Engineer,11,7827,4,Yes
EMP-03218C27,21,Customer Support,Support Specialist,14,3370,1,No
EMP-0387FD52,27,Customer Support,Support Specialist,9,4908,6,No
EMP-CEE73AC9,40,Customer Support,Support Specialist,18,2814,0,No
EMP-3837803E,29,Engineering,Engineering Manager,6,11099,11,No
EMP-E8C5DD8A,33,Human Resources,HR Director,1,7169,0,Yes
EMP-0CF8335B,27,Engineering,Engineering Manager,7,11893,0,No
EMP-A60D9E1C,48,Human Resources,HR Generalist,33,2494,0,Yes
EMP-E2133E4C,39,Research & Development,Research Director,8,10725,3,No
EMP-8B4B2738,21,Sales,Sales Representative,24,5270,2,No
EMP-7BD43A55,42,Engineering,Engineering Manager,3,8720,3,No
EMP-8870F94F,44,Customer Support,Support Director,15,9957,5,No
EMP-25475F80,41,Sales,Sales Representative,3,4177,0,No
EMP-1E5D265F,29,Customer Support,Support Director,10,8745,5,No
EMP-BE87F118,35,Sales,Sales Executive,13,4055,1,No
EMP-5C14119A,44,Human Resources,HR Generalist,4,6329,0,No
EMP-B293E9B2,40,Sales,Regional Manager,1,10375,2,No
EMP-F2F50DF4,46,Engineering,Senior Software Engineer,1,6865,0,No
EMP-B19DC6EC,28,Engineering,Software Engineer,2,5626,0,Yes
EMP-532A9551,49,Human Resources,HR Generalist,31,4161,4,No
EMP-875AE427,29,Customer Support,Support Director,7,9636,2,No
EMP-2733889A,22,Customer Support,Support Specialist,2,5804,0,No
EMP-558C84D5,31,Engineering,Senior Software Engineer,1,5654,13,No
EMP-B57B5FDC,52,Customer Support,Support Director,20,6614,27,No
EMP-6787DB27,50,Human Resources,HR Generalist,3,4405,1,No
EMP-9486A63E,54,Human Resources,HR Business Partner,11,4865,1,No
EMP-B0AC1A63,41,Sales,Sales Executive,1,2874,4,No
EMP-DA1F1A56,49,Research & Development,Manufacturing Director,14,10873,10,No
EMP-691E91BD,55,Engineering,Software Engineer,9,3999,1,No
EMP-9D335E71,58,Human Resources,HR Business Partner,18,4782,1,Yes
EMP-BA57E158,37,Engineering,Senior Software Engineer,8,4821,3,Yes
EMP-868BDD47,39,Sales,Regional Manager,7,8515,1,Yes
EMP-1749FF33,49,Human Resources,HR Director,1,10170,3,Yes
EMP-64B75DD9,27,Research & Development,Research Scientist,3,5001,4,No
EMP-CE7A04BC,53,Customer Support,Support Specialist,4,4688,5,No
EMP-32D2E033,24,Engineering,Senior Software Engineer,12,5821,4,No
EMP-D4E3EACE,45,Engineering,Engineering Manager,1,9308,1,Yes
EMP-52E586CE,27,Engineering,Senior Software Engineer,11,7476,2,Yes
EMP-15FB380A,35,Customer Support,Support Specialist,5,5908,13,No
EMP-58652416,32,Engineering,Senior Software Engineer,8,5590,14,Yes
EMP-7EC1F895,32,Research & Development,Research Scientist,4,3801,3,No
EMP-0E6C5D3E,42,Sales,Regional Manager,60,8424,3,Yes
EMP-03CB97EE,26,Customer Support,Support Specialist,1,2000,8,No
EMP-FD55E0F1,20,Research & Development,Research Director,10,7973,2,Yes
EMP-6F27F0FA,32,Engineering,Engineering Manager,16,9813,14,No
EMP-68F75885,42,Human Resources,HR Director,1,9757,3,No
EMP-18E24E9E,52,Engineering,Engineering Manager,5,11768,2,Yes
EMP-1F7D9921,35,Human Resources,HR Business Partner,1,4842,6,No
EMP-B97E069E,59,Human Resources,HR Director,20,11028,4,No
EMP-2CB4BAB4,49,Research & Development,Manufacturing Director,7,8923,0,Yes
EMP-46CEC8A8,46,Human Resources,HR Generalist,5,4166,1,Yes
EMP-B67925F8,37,Research & Development,Research Director,5,9509,4,No
EMP-72FB6FFF,43,Research & Development,Research Director,17,11386,0,No
EMP-73ECD261,60,Engineering,Engineering Manager,17,9114,7,No
EMP-CB89016C,39,Research & Development,Research Scientist,1,3881,10,No
EMP-67D1D134,42,Research & Development,Research Scientist,8,2000,13,No
EMP-10E6AE23,35,Engineering,Engineering Manager,16,12056,15,Yes
EMP-641C02E5,31,Human Resources,HR Generalist,5,3516,5,No
EMP-07B4034B,32,Research & Development,Research Director,9,9423,11,No
EMP-A3A3BA08,25,Customer Support,Support Director,5,8961,0,No
EMP-70DB9F60,42,Engineering,Senior Software Engineer,8,6501,2,No
EMP-3CD83C5F,40,Engineering,Senior Software Engineer,17,7661,4,No
EMP-BDA7096D,42,Customer Support,Support Specialist,5,5615,15,No
EMP-90D2527B,60,Research & Development,Manufacturing Director,2,10666,4,Yes
EMP-61C64A05,25,Research & Development,Manufacturing Director,1,9951,4,No
EMP-7290EB5A,39,Engineering,Engineering Manager,2,11506,5,No
EMP-DA4C5D91,36,Engineering,Engineering Manager,1,8634,1,No
EMP-18A02E54,33,Customer Support,Support Specialist,1,2493,2,Yes
EMP-5877A536,18,Customer Support,Customer Success Manager,4,12063,0,No
EMP-EB755A2F,38,Sales,Regional Manager,1,8194,0,No
EMP-FB47B428,54,Research & Development,Research Director,21,11876,4,Yes
EMP-796312BB,39,Research & Development,Manufacturing Director,10,7995,0,No
EMP-2953EF55,33,Sales,Sales Representative,1,3737,0,No
EMP-6106FF37,38,Sales,Sales Representative,2,2727,2,No
EMP-4E9ADDCF,47,Sales,Sales Executive,1,2000,0,Yes
EMP-3AB64653,49,Customer Support,Support Director,5,11263,3,No
EMP-7D8D81F5,34,Customer Support,Support Director,4,9522,0,No
EMP-E9B4FA97,53,Customer Support,Support Specialist,3,4797,2,No
EMP-D6C66643,34,Research & Development,Laboratory Technician,1,3743,7,No
EMP-301B4E7B,43,Customer Support,Customer Success Manager,6,11922,12,No
EMP-35F76277,36,Research & Development,Manufacturing Director,4,9171,7,No
EMP-CB3E92C7,38,Human Resources,HR Business Partner,2,6061,2,No
EMP-A42D3BF0,41,Customer Support,Support Director,1,9526,8,No
EMP-F1019D1E,50,Research & Development,Research Director,5,8547,4,No
EMP-8122FD5D,42,Human Resources,HR Director,20,10170,0,Yes
EMP-2D675A2F,30,Research & Development,Research Scientist,5,4509,3,No
EMP-6BEE2ED5,43,Human Resources,HR Generalist,56,2000,0,No
EMP-6FC7C86C,28,Engineering,Senior Software Engineer,1,7954,0,Yes
EMP-1DE38DFC,32,Human Resources,HR Director,11,8191,3,No
EMP-C9B0CDE8,19,Engineering,Software Engineer,9,2738,1,No
EMP-0EE0CB5A,36,Sales,Sales Representative,8,2513,4,No
EMP-13744D14,44,Human Resources,HR Director,1,8625,2,No
EMP-6F09FABC,41,Human Resources,HR Business Partner,3,7741,5,No
EMP-31A72397,51,Human Resources,HR Director,13,9975,4,Yes
EMP-9B812313,26,Sales,Regional Manager,3,9557,2,No
EMP-5FC9BBFE,41,Human Resources,HR Generalist,3,7013,0,No
EMP-1D260BB8,19,Engineering,Software Engineer,13,3961,0,No
EMP-6A62D487,44,Research & Development,Research Director,1,9747,3,No
EMP-AE98CCAF,40,Human Resources,HR Business Partner,7,5091,2,No
EMP-67D8A62D,47,Research & Development,Research Director,2,9661,0,No
EMP-A9E345F5,40,Sales,Sales Executive,22,5289,4,Yes
EMP-57720828,35,Engineering,Software Engineer,13,5574,12,No
EMP-6FEFD4AB,25,Research & Development,Research Director,3,9944,1,No
EMP-DA37EAF4,29,Engineering,Software Engineer,8,2720,4,No
EMP-E7C54873,57,Research & Development,Manufacturing Director,1,8132,0,Yes
EMP-4C271FED,38,Human Resources,HR Generalist,2,2447,1,No
EMP-21B5BA3C,50,Human Resources,HR Generalist,1,3524,5,No
EMP-5C3DB96A,48,Research & Development,Laboratory Technician,26,4724,0,No
EMP-2E32A721,61,Human Resources,HR Director,10,7824,5,No
EMP-BC0D27D2,28,Research & Development,Research Director,21,10808,0,No
EMP-26D86161,41,Sales,Sales Executive,2,3727,1,No
EMP-44CC7767,58,Sales,Sales Executive,2,4000,7,No
EMP-4E0922B4,30,Customer Support,Support Director,5,10898,1,No
EMP-13BFD6AA,38,Sales,Regional Manager,27,9733,1,No
EMP-917D146D,44,Sales,Sales Representative,11,4881,16,No
EMP-534A2BB2,28,Engineering,Software Engineer,11,3659,6,No
EMP-303E0042,24,Sales,Regional Manager,7,10021,1,No
EMP-4E393689,56,Sales,Sales Representative,13,2862,1,No
EMP-41EF4D44,22,Human Resources,HR Generalist,2,3240,4,No
EMP-4038FA69,35,Research & Development,Research Scientist,13,4893,11,Yes
EMP-2EB06B06,34,Customer Support,Support Specialist,31,4444,2,No
EMP-8E069655,33,Research & Development,Research Director,6,9380,0,No
EMP-0BCF3322,29,Research & Development,Research Scientist,16,2663,10,No
EMP-E47191BF,45,Customer Support,Support Director,19,9082,7,No
EMP-CB7E85C6,42,Research & Development,Laboratory Technician,29,3009,5,No
EMP-1CFB8EE9,38,Research & Development,Laboratory Technician,10,2000,3,No
EMP-FA18863E,34,Engineering,Senior Software Engineer,16,5126,9,No
EMP-442EAB64,49,Human Resources,HR Generalist,13,2490,8,No
EMP-BD8BE0B1,36,Sales,Sales Executive,19,4406,0,No
EMP-D0B6848E,48,Customer Support,Support Director,11,10646,1,No
EMP-EA008ADF,37,Sales,Regional Manager,1,9687,6,No
EMP-2F06E709,49,Research & Development,Research Scientist,4,3899,0,No
EMP-6D8B0EAF,39,Human Resources,HR Director,2,11075,6,Yes
EMP-CB003484,62,Research & Development,Research Director,6,9917,8,No
EMP-85D318E6,43,Research & Development,Research Director,1,10607,9,No
EMP-B9B0D5E2,50,Sales,Regional Manager,4,10868,10,No
EMP-1ADE0F58,32,Sales,Sales Representative,5,4399,10,No
EMP-5A79E39F,48,Research & Development,Research Director,3,11343,1,No
EMP-D022A760,36,Customer Support,Customer Success Manager,14,9969,2,No
EMP-1FB066B0,42,Research & Development,Research Director,4,9647,2,No
EMP-5133F8FB,40,Sales,Sales Executive,5,2000,10,No
EMP-A911CEC4,65,Sales,Sales Representative,1,6769,20,No
EMP-C19C9985,36,Sales,Sales Representative,10,3872,4,No
EMP-998CC66B,21,Customer Support,Customer Success Manager,15,7456,1,No
EMP-376DDB44,42,Engineering,Software Engineer,5,5283,3,No
EMP-198C6F64,46,Customer Support,Support Director,7,8606,1,Yes
EMP-CF7E1910,45,Sales,Sales Representative,4,3853,0,Yes
EMP-3FA50946,34,Research & Development,Research Scientist,2,2382,0,No
EMP-A3991FFA,30,Engineering,Engineering Manager,1,10225,0,No
EMP-3D5838F0,41,Sales,Sales Representative,5,4201,0,No
EMP-B737E98B,18,Research & Development,Laboratory Technician,4,4214,0,No
EMP-2858A3BA,32,Engineering,Software Engineer,1,4394,14,No
EMP-E64F6631,50,Customer Support,Support Specialist,4,3462,2,Yes
EMP-9DC7D4AA,39,Research & Development,Laboratory Technician,19,6450,10,Yes
EMP-82B40553,40,Research & Development,Laboratory Technician,6,3973,21,No
EMP-E1925BB5,29,Human Resources,HR Director,7,10587,11,No
EMP-F2D4F00F,28,Human Resources,HR Generalist,1,5564,2,No
EMP-286F59E1,44,Human Resources,HR Director,4,8936,8,No
EMP-E8B33137,30,Sales,Sales Representative,1,3088,1,No
EMP-8E53904D,20,Human Resources,HR Director,5,10165,2,Yes
EMP-5A0EBFE5,18,Customer Support,Support Director,1,9496,0,Yes
EMP-5DB82391,36,Engineering,Engineering Manager,3,9207,1,No
EMP-BCCF5F70,42,Engineering,Engineering Manager,1,8939,5,No
EMP-982CA7B7,39,Research & Development,Manufacturing Director,1,11163,15,No
EMP-6F835058,43,Customer Support,Support Director,1,9105,9,No
EMP-923F7684,38,Research & Development,Laboratory Technician,14,3609,13,Yes
EMP-A42C665E,36,Sales,Sales Executive,3,4254,1,Yes
EMP-1518E2F3,24,Human Resources,HR Business Partner,7,4079,0,No
EMP-39B6B0F1,29,Research & Development,Laboratory Technician,3,4616,3,No
EMP-ACB1AF29,44,Engineering,Software Engineer,10,4972,0,No
EMP-EC7F0E4E,29,Engineering,Engineering Manager,4,9717,2,No
EMP-8677A94C,34,Sales,Regional Manager,1,9451,2,No
EMP-B071D139,34,Customer Support,Support Director,39,9923,2,No
EMP-5CA19358,31,Research & Development,Research Scientist,9,5406,1,No
EMP-C0A35481,49,Sales,Sales Representative,1,4577,2,Yes
EMP-40AA452D,48,Engineering,Senior Software Engineer,4,4292,0,No
EMP-4D363CB2,50,Human Resources,HR Business Partner,4,6455,0,Yes
EMP-B5E77D17,31,Engineering,Software Engineer,3,3148,5,No
EMP-87142894,54,Human Resources,HR Director,4,10593,8,No
EMP-22759F44,36,Customer Support,Support Specialist,16,2280,0,No
EMP-70B505DD,50,Customer Support,Customer Success Manager,1,8271,5,No
EMP-6BDD5188,34,Research & Development,Research Scientist,9,3818,1,Yes
EMP-C8F04C88,30,Engineering,Software Engineer,1,3765,1,No
EMP-FF48896E,37,Human Resources,HR Director,1,9341,1,No
EMP-D3B07874,41,Sales,Sales Representative,21,5984,4,Yes
EMP-0B64B4DF,24,Engineering,Engineering Manager,1,9789,6,No
EMP-4520FF86,27,Sales,Sales Executive,14,2227,2,No
EMP-AC87CC9A,47,Research & Development,Research Director,1,9891,1,No
EMP-64CA8194,22,Sales,Sales Executive,13,3764,4,No
EMP-8AE36B40,19,Sales,Sales Executive,32,2931,1,No
EMP-BAF6A1E5,18,Customer Support,Customer Success Manager,24,9405,0,No
EMP-D58A7F24,44,Human Resources,HR Business Partner,4,6699,2,No
EMP-CE91E830,34,Sales,Regional Manager,15,10801,14,Yes
EMP-27DA5FDA,51,Research & Development,Research Director,16,10452,9,Yes
EMP-74D2C7DC,32,Customer Support,Support Specialist,5,3843,5,No
EMP-842C0363,54,Research & Development,Research Scientist,4,3613,5,No
EMP-DEBAA988,43,Human Resources,HR Business Partner,7,5115,1,No
EMP-B100EEB4,48,Human Resources,HR Business Partner,6,4986,1,No
EMP-7DE8A0B5,37,Research & Development,Laboratory Technician,6,4657,11,No
EMP-B2A4EE40,56,Research & Development,Laboratory Technician,2,4269,2,Yes
EMP-A7962F0C,35,Research & Development,Research Director,1,9196,0,No
EMP-546F9AE6,47,Engineering,Software Engineer,7,4554,0,No
EMP-66CB56D9,44,Research & Development,Research Director,13,11433,7,No
EMP-22CAC102,38,Human Resources,HR Generalist,4,4465,5,Yes
EMP-9F670A14,34,Human Resources,HR Director,16,8672,4,No
EMP-8F76C7BE,32,Sales,Sales Executive,19,2000,2,No
EMP-CC8DBA8C,43,Human Resources,HR Generalist,2,4513,2,Yes
EMP-1269D598,43,Research & Development,Manufacturing Director,7,8598,5,No
EMP-69C04637,32,Sales,Regional Manager,1,8866,1,No
EMP-78640C31,49,Research & Development,Laboratory Technician,10,4223,2,No
EMP-F46104DD,38,Engineering,Engineering Manager,2,10522,0,No
EMP-FB6AA347,31,Research & Development,Laboratory Technician,3,4435,3,No
EMP-59EBCE60,58,Research & Development,Laboratory Technician,1,5548,2,Yes
EMP-051F1112,41,Research & Development,Research Scientist,13,4104,12,No
EMP-688BCC86,43,Engineering,Senior Software Engineer,2,7736,5,No
EMP-B63C734E,51,Sales,Regional Manager,6,11568,3,No
EMP-3C2EDF65,40,Sales,Sales Executive,2,2000,8,No
EMP-298E8102,57,Research & Development,Research Director,5,8670,1,No
EMP-6C762F7D,18,Sales,Sales Representative,27,4901,0,Yes
EMP-664FD998,18,Engineering,Software Engineer,13,4034,0,Yes
EMP-8EB0F6D8,18,Customer Support,Customer Success Manager,25,9215,0,No
EMP-49586A96,54,Engineering,Senior Software Engineer,6,6432,0,Yes
EMP-84392075,38,Engineering,Software Engineer,9,4567,1,No
EMP-6D841697,18,Research & Development,Manufacturing Director,1,8844,0,No
EMP-B5966FA3,33,Research & Development,Laboratory Technician,2,4759,3,No
EMP-E30694B2,28,Customer Support,Support Specialist,1,4238,0,No
EMP-AF9B3053,37,Engineering,Senior Software Engineer,18,5305,1,No
EMP-079B9C02,32,Engineering,Software Engineer,5,3894,4,Yes
EMP-9C0C5165,19,Engineering,Software Engineer,3,4940,0,No
EMP-0D1F14E7,30,Customer Support,Support Specialist,14,3688,12,No
EMP-C2C9B93F,53,Customer Support,Support Specialist,3,4962,4,No
EMP-5FD635D1,26,Human Resources,HR Business Partner,14,2593,1,No
EMP-AAAFB281,43,Engineering,Senior Software Engineer,1,5734,3,No
EMP-31CD8A64,40,Customer Support,Customer Success Manager,7,10519,1,No
EMP-EC9BB58C,47,Research & Development,Laboratory Technician,8,3501,3,No
EMP-66C51ABF,36,Research & Development,Laboratory Technician,9,4471,0,No
EMP-9594D6B4,42,Human Resources,HR Generalist,8,4233,0,No
EMP-C425E3A0,52,Engineering,Engineering Manager,5,10138,10,No
EMP-A7228F3C,45,Customer Support,Support Specialist,9,4335,0,No
EMP-EDDA8E8F,28,Sales,Sales Executive,23,3240,7,No
EMP-1134DBA8,26,Human Resources,HR Director,2,10864,7,No
EMP-2819BEF4,22,Sales,Sales Executive,9,3826,0,No
EMP-35D1DC4A,34,Engineering,Senior Software Engineer,1,3591,16,No
EMP-5329A8E8,34,Research & Development,Research Scientist,2,3633,7,No
EMP-32ABAAF7,54,Human Resources,HR Director,1,7306,0,No
EMP-F943AE20,51,Customer Support,Support Specialist,21,3730,0,No
EMP-6B4A45A4,46,Human Resources,HR Director,4,9695,8,No
EMP-8E2115A5,27,Customer Support,Support Specialist,27,5704,1,No
EMP-F8B244F2,50,Engineering,Engineering Manager,14,8361,13,No
EMP-EA2F6A86,43,Engineering,Software Engineer,13,3292,0,Yes
EMP-7BD01C7E,22,Research & Development,Research Scientist,3,3065,4,Yes
EMP-196E94CC,51,Engineering,Software Engineer,37,5063,2,No
EMP-48415501,35,Customer Support,Support Specialist,20,5627,0,No
EMP-E6421F7F,49,Human Resources,HR Director,5,8667,4,No
EMP-652CE48B,54,Human Resources,HR Generalist,2,3552,0,Yes
EMP-16EDFDCA,35,Customer Support,Support Director,1,7331,2,No
EMP-40D56A8B,31,Sales,Regional Manager,8,9435,10,No
EMP-4926F8C4,41,Sales,Sales Representative,10,2685,2,No
EMP-BC8840E5,30,Engineering,Engineering Manager,7,11587,0,Yes
EMP-562CC9E5,48,Human Resources,HR Business Partner,1,7526,2,Yes
EMP-E51899C2,37,Research & Development,Research Director,6,10005,12,No
EMP-8BCE2047,44,Engineering,Engineering Manager,15,11566,9,No
EMP-52F4E459,22,Customer Support,Support Director,4,6443,4,No
EMP-7EF1AB46,32,Customer Support,Customer Success Manager,19,9892,3,No
EMP-D95214DC,38,Customer Support,Support Specialist,5,3103,10,No
EMP-BBCC6F87,43,Human Resources,HR Generalist,8,3427,0,Yes
EMP-B4FA7FD5,38,Sales,Regional Manager,3,10175,3,No
EMP-66C399BD,33,Engineering,Engineering Manager,2,10552,0,Yes
EMP-BFE0C49B,47,Customer Support,Customer Success Manager,6,8745,1,No
EMP-BA4C6A01,33,Customer Support,Support Specialist,28,2840,2,No
EMP-34179364,37,Sales,Sales Representative,1,4368,11,No
EMP-73A5257D,56,Sales,Sales Executive,41,3588,0,No
EMP-E2BBC375,40,Human Resources,HR Generalist,3,3388,1,No
EMP-34281DD2,33,Sales,Regional Manager,6,10031,4,No
EMP-19E736FE,33,Human Resources,HR Business Partner,15,5924,0,Yes
EMP-1E51B8D4,41,Research & Development,Research Scientist,5,4316,3,No
EMP-D5744C1C,18,Human Resources,HR Business Partner,21,5404,0,No
EMP-0E77F848,48,Sales,Sales Executive,26,2121,16,No
EMP-E3554C22,18,Engineering,Software Engineer,3,4685,0,No
EMP-BE16E46D,40,Engineering,Senior Software Engineer,3,4691,1,No
EMP-048DC6A3,39,Engineering,Software Engineer,1,3248,0,No
EMP-6B9D15A8,42,Customer Support,Support Director,2,6174,1,No
EMP-DA28E22A,35,Research & Development,Research Scientist,33,3354,14,No
EMP-ABE2FBFE,45,Sales,Sales Representative,24,2000,0,Yes
EMP-0AE70171,38,Human Resources,HR Generalist,1,4670,1,Yes
EMP-AFF1D00E,56,Research & Development,Research Director,13,9021,26,No
EMP-5F2A9A6D,41,Sales,Regional Manager,7,7435,2,No
EMP-216EAB0F,37,Sales,Sales Representative,9,5414,1,No
EMP-9D362B21,56,Customer Support,Customer Success Manager,7,10103,23,No
